Linea;NodoA;NodoB;TIEMPO;DISTANCIA;FLUJO_LIN;FLUJO_TOT;TASA_USO;SUBEN_NA;SUBEN_NB;BAJAN_NA;BAJAN_NB
   1192 119 rregreso;66002;66003;  0.2;  0.1;     1;   462;  0.0;  0.6;  0.0;  0.0;  0.0
   1192 119 rregreso;66003;60012;  0.7;  0.2;     1;  1114;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;60012;60007;  0.4;  0.2;     1;  1114;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;60007;60006;  0.1;  0.1;     1;  1114;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;60006;60005;  0.3;  0.2;     1;  1114;  0.0;  0.0;  7.0;  0.0;  0.0
   1192 119 rregreso;60005;60004;  0.4;  0.3;     8;  1931;  0.1;  7.0;  0.0;  0.0;  0.0
   1192 119 rregreso;60004;61001;  0.4;  0.2;     8;  1931;  0.1;  0.0;  3.2;  0.0;  0.0
   1192 119 rregreso;61001;60002;  0.2;  0.1;    11;  2216;  0.2;  3.2;  2.1;  0.0;  0.4
   1192 119 rregreso;60002;58005;  0.2;  0.1;    12;  1652;  0.2;  2.1;  0.0;  0.4;  0.0
   1192 119 rregreso;58005;58004;  0.3;  0.2;    12;  1652;  0.2;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;58004;58002;  0.4;  0.2;    12;  1652;  0.2;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;58002;58001;  0.2;  0.1;    12;  1215;  0.2;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;58001;57021;  0.4;  0.2;    12;  1217;  0.2;  0.0;  9.0;  0.0;  0.1
   1192 119 rregreso;57021;57020;  0.2;  0.1;    21;  1564;  0.4;  9.0;  0.0;  0.1;  0.0
   1192 119 rregreso;57020;57018;  0.3;  0.1;    21;  1564;  0.4;  0.0;  1.0;  0.0;  0.0
   1192 119 rregreso;57018;57015;  0.2;  0.1;    22;  1603;  0.4;  1.0;  0.0;  0.0;  0.0
   1192 119 rregreso;57015;57009;  0.3;  0.1;    22;  1603;  0.4;  0.0;  0.4;  0.0;  0.0
   1192 119 rregreso;57009;57003;  0.4;  0.2;    23;  1615;  0.5;  0.4;  3.3;  0.0;  0.9
   1192 119 rregreso;57003;52012;  0.3;  0.1;    25;  2050;  0.5;  3.3;  0.0;  0.9;  0.0
   1192 119 rregreso;52012;52010;  0.1;  0.1;    25;  2050;  0.5;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;52010;52008;  0.6;  0.2;    25;  2541;  0.5;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;52008;51018;  0.4;  0.1;    25;  2541;  0.5;  0.0;  2.5;  0.0;  1.2
   1192 119 rregreso;51018;51014;  0.4;  0.1;    26;  2665;  0.5;  2.5;  0.0;  1.2;  1.3
   1192 119 rregreso;51014;51009;  0.4;  0.1;    25;  5173;  0.5;  0.0;  0.0;  1.3;  2.6
   1192 119 rregreso;51009;50025;  0.5;  0.1;    23;  4902;  0.4;  0.0;  4.7;  2.6; 10.4
   1192 119 rregreso;50025;50024;  0.8;  0.1;    17;  4794;  0.3;  4.7;  0.0; 10.4;  0.0
   1192 119 rregreso;50024;50023;  0.3;  0.1;    17;  2546;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;50023;51004;  0.3;  0.1;    17;  1190;  0.3;  0.0;  0.0;  0.0;  0.8
   1192 119 rregreso;51004;51003;  0.3;  0.1;    16;  1121;  0.3;  0.0;  0.0;  0.8;  0.0
   1192 119 rregreso;51003;51002;  0.3;  0.1;    16;   833;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;51002;51001;  0.3;  0.1;    16;   833;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;51001;49016;  0.2;  0.1;    16;   833;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;49016;49017;  0.3;  0.1;    16;   833;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;49017;49018;  0.3;  0.1;    16;  2406;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;49018;49019;  0.3;  0.1;    16;  1926;  0.3;  0.0;  0.2;  0.0;  0.0
   1192 119 rregreso;49019;50019;  0.3;  0.1;    16;  1802;  0.3;  0.2;  0.0;  0.0;  0.0
   1192 119 rregreso;50019;50015;  0.3;  0.1;    16;  1942;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;50015;50011;  0.5;  0.1;    16;  1942;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;50011;50006;  0.4;  0.1;    16;  1942;  0.3;  0.0;  0.1;  0.0;  0.0
   1192 119 rregreso;50006;50001;  0.4;  0.1;    16;  1764;  0.3;  0.1;  0.3;  0.0;  0.3
   1192 119 rregreso;50001;49004;  0.4;  0.1;    16;  2564;  0.3;  0.3;  3.6;  0.3;  0.0
   1192 119 rregreso;49004;49003;  0.3;  0.1;    20;  2318;  0.4;  3.6;  0.0;  0.0;  0.0
   1192 119 rregreso;49003;49002;  0.5;  0.1;    20;  2431;  0.4;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;49002;49001;  0.3;  0.1;    20;  2126;  0.4;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;49001;33010;  0.5;  0.3;    20;  2939;  0.4;  0.0;  0.0;  0.0;  0.2
   1192 119 rregreso;33010;33005;  0.3;  0.1;    20;  2114;  0.4;  0.0;  0.0;  0.2;  0.0
   1192 119 rregreso;33005;33002;  0.4;  0.3;    20;  2114;  0.4;  0.0;  0.4;  0.0;  0.0
   1192 119 rregreso;33002;33003;  0.2;  0.1;    20;  1932;  0.4;  0.4;  0.0;  0.0;  0.0
   1192 119 rregreso;33003;33004;  0.3;  0.1;    20;  1932;  0.4;  0.0;  0.9;  0.0;  4.7
   1192 119 rregreso;33004;30005;  0.2;  0.1;    16;  1857;  0.3;  0.9;  0.6;  4.7;  1.1
   1192 119 rregreso;30005;30003;  0.4;  0.1;    16;  1832;  0.3;  0.6;  2.1;  1.1;  3.0
   1192 119 rregreso;30003;29013;  1.7;  0.8;    15;  1815;  0.3;  2.1;  4.6;  3.0;  0.5
   1192 119 rregreso;29013;29009;  0.3;  0.1;    19;  1572;  0.4;  4.6;  6.7;  0.5;  0.0
   1192 119 rregreso;29009;29006;  0.6;  0.3;    26;  1793;  0.5;  6.7;  0.0;  0.0;  0.0
   1192 119 rregreso;29006;29002;  0.6;  0.3;    26;  1793;  0.5;  0.0;  0.2;  0.0;  8.4
   1192 119 rregreso;29002;29019;  0.3;  0.2;    18;  1636;  0.3;  0.2;  0.0;  8.4;  0.0
   1192 119 rregreso;29019;29003;  0.2;  0.1;    18;  1636;  0.3;  0.0;  1.4;  0.0;  0.2
   1192 119 rregreso;29003;37012;  0.4;  0.2;    19;    58;  0.4;  1.4;  0.0;  0.2;  0.0
   1192 119 rregreso;37012;37008;  0.1;  0.1;    19;    58;  0.4;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;37008;37009;  0.7;  0.1;    19;    58;  0.4;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;37009;37010;  0.4;  0.2;    19;    58;  0.4;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;37010;37005;  0.2;  0.1;    19;  1012;  0.4;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;37005;36007;  0.8;  0.4;    19;  1012;  0.4;  0.0;  2.0;  0.0;  7.1
   1192 119 rregreso;36007;36004;  0.3;  0.1;    14;  1986;  0.3;  2.0;  0.0;  7.1;  0.8
   1192 119 rregreso;36004;36001;  0.3;  0.1;    13;  1958;  0.3;  0.0;  0.0;  0.8;  0.0
   1192 119 rregreso;36001;34011;  0.8;  0.5;    13;  1267;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;34011;34010;  0.2;  0.1;    13;  1111;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;34010;34008;  0.5;  0.2;    13;    40;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;34008;34006;  0.4;  0.2;    13;    40;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;34006;34005;  0.2;  0.0;    13;    40;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;34005;21003;  0.6;  0.3;    13;    40;  0.3;  0.0;  6.6;  0.0;  0.3
   1192 119 rregreso;21003;20004;  1.0;  0.5;    19;   265;  0.4;  6.6;  0.0;  0.3;  0.0
   1192 119 rregreso;20004;20005;  0.4;  0.3;    19;   265;  0.4;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;20005;17005;  0.4;  0.2;    19;   265;  0.4;  0.0;  1.1;  0.0;  2.5
   1192 119 rregreso;17005;17001;  0.6;  0.2;    18;  1121;  0.4;  1.1;  0.0;  2.5;  0.0
   1192 119 rregreso;17001;16005;  0.2;  0.1;    18;  1442;  0.4;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;16005;15005;  0.3;  0.2;    18;  1442;  0.4;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;15005;16001;  0.4;  0.2;    18;  1442;  0.4;  0.0;  0.1;  0.0;  1.4
   1192 119 rregreso;16001;6006;  0.3;  0.2;    16;  1478;  0.3;  0.1;  0.7;  1.4;  0.2
   1192 119 rregreso;6006;6009;  0.1;  0.0;    17;  2204;  0.3;  0.7;  0.0;  0.2;  0.0
   1192 119 rregreso;6009;6007;  0.1;  0.0;    17;  2204;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;6007;7004;  0.4;  0.1;    17;  2204;  0.3;  0.0;  0.0;  0.0;  3.1
   1192 119 rregreso;7004;2023;  0.5;  0.3;    14;  1304;  0.3;  0.0;  0.0;  3.1;  0.0
   1192 119 rregreso;2023;2018;  0.4;  0.2;    14;  1063;  0.3;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;2018;2016;  0.2;  0.1;    14;  1063;  0.3;  0.0;  0.0;  0.0;  1.9
   1192 119 rregreso;2016;2012;  0.6;  0.3;    12;  2218;  0.2;  0.0;  0.0;  1.9;  0.0
   1192 119 rregreso;2012;2009;  0.6;  0.3;    12;  2218;  0.2;  0.0;  0.0;  0.0;  1.4
   1192 119 rregreso;2009;2006;  0.4;  0.2;    11;  2655;  0.2;  0.0;  0.0;  1.4;  0.0
   1192 119 rregreso;2006;2004;  0.1;  0.1;    11;  2655;  0.2;  0.0;  0.3;  0.0;  1.5
   1192 119 rregreso;2004;11020;  0.5;  0.3;     9;  1181;  0.2;  0.3;  0.0;  1.5;  0.0
   1192 119 rregreso;11020;11013;  0.6;  0.3;     9;  1181;  0.2;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;11013;11001;  1.2;  0.5;     9;  1181;  0.2;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;11001;11012;  0.7;  0.4;     9;  1428;  0.2;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;11012;11018;  0.4;  0.2;     9;  1287;  0.2;  0.0;  0.0;  0.0;  0.6
   1192 119 rregreso;11018;2001;  0.6;  0.3;     9;  1672;  0.2;  0.0;  0.7;  0.6;  2.9
   1192 119 rregreso;2001;10003;  0.3;  0.2;     7;   903;  0.1;  0.7;  0.0;  2.9;  4.2
   1192 119 rregreso;10003;10001;  0.4;  0.2;     2;   550;  0.0;  0.0;  0.0;  4.2;  0.0
   1192 119 rregreso;10001;10005;  0.7;  0.4;     2;     8;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;10005;75012;  0.7;  0.3;     2;     8;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;75012;10011;  0.2;  0.1;     2;  1097;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;10011;10010;  0.3;  0.1;     2;  1097;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;10010;75008;  0.3;  0.2;     2;     8;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;75008;75006;  0.5;  0.2;     2;    54;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;75006;75004;  0.1;  0.1;     2;    54;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;75004;94005;  1.7;  0.6;     2;    54;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;94005;94004;  0.4;  0.1;     2;    97;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;94004;76013;  1.1;  0.4;     2;    97;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;76013;76012;  1.1;  0.4;     2;    50;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;76012;76011;  0.5;  0.2;     2;    50;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;76011;76009;  0.4;  0.2;     2;    50;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;76009;76005;  1.5;  0.5;     2;    50;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;76005;76006;  0.4;  0.2;     2;     8;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;76006;76002;  0.4;  0.2;     2;     8;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;76002;76003;  0.5;  0.2;     2;     8;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;76003;12007;  0.9;  0.3;     2;    73;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;12007;12008;  0.5;  0.2;     2;   115;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;12008;12004;  0.2;  0.1;     2;   115;  0.0;  0.0;  0.0;  0.0;  0.0
   1192 119 rregreso;12004;12005;  0.3;  0.1;     2;    61;  0.0;  0.0;  0.2;  0.0;  0.6
   1192 119 rregreso;12005;79004;  0.8;  0.3;     2;   397;  0.0;  0.2;  0.0;  0.6;  0.0
   1192 119 rregreso;79004;79001;  0.9;  0.3;     2;   441;  0.0;  0.0;  0.0;  0.0;  2.0
   1192 119 rregreso;79001;13003;  0.6;  0.4;     0;   169;  0.0;  0.0;  0.0;  2.0;  0.0
   1192 119 rregreso;13003;13001;  1.4;  0.5;     0;   169;  0.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;65025;65014;  0.8;  0.4;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;65014;65022;  0.5;  0.2;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;65022;65021;  0.2;  0.1;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;65021;65020;  0.1;  0.1;     0;     0;  0.0;  0.0;252.4;  0.0;  0.0
   1142 114 regreso ;65020;65017;  0.1;  0.0;   252;   445;  0.6;252.4;  0.0;  0.0;  0.0
   1142 114 regreso ;65017;65015;  0.1;  0.1;   252;   252;  0.6;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;65015;65011;  0.3;  0.2;   252;   252;  0.6;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;65011;65009;  0.2;  0.1;   252;   303;  0.6;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;65009;65007;  0.2;  0.1;   252;   303;  0.6;  0.0;  0.4;  0.0;  0.1
   1142 114 regreso ;65007;65001;  0.1;  0.1;   253;   367;  0.6;  0.4;  0.0;  0.1;  0.0
   1142 114 regreso ;65001;64009;  0.2;  0.1;   253;   408;  0.6;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;64009;64006;  0.3;  0.2;   253;   408;  0.6;  0.0; 74.7;  0.0;  1.1
   1142 114 regreso ;64006;63001;  0.9;  0.4;   326;   836;  0.8; 74.7;  3.5;  1.1; 19.5
   1142 114 regreso ;63001;62007;  2.0;  0.9;   310;   802;  0.8;  3.5; 28.6; 19.5;  0.0
   1142 114 regreso ;62007;62006;  0.2;  0.1;   339;   339;  0.9; 28.6;  0.0;  0.0;  0.0
   1142 114 regreso ;62006;61005;  0.4;  0.2;   339;   339;  0.9;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;61005;60005;  0.4;  0.1;   339;   339;  0.9;  0.0; 80.4;  0.0; 33.2
   1142 114 regreso ;60005;60004;  0.4;  0.3;   386;  1931;  1.0; 80.4;  0.6; 33.2;  0.0
   1142 114 regreso ;60004;61001;  0.4;  0.2;   387;  1931;  1.0;  0.6; 35.4;  0.0;  0.0
   1142 114 regreso ;61001;60002;  0.2;  0.1;   422;  2216;  1.1; 35.4; 20.6;  0.0; 34.7
   1142 114 regreso ;60002;58005;  0.2;  0.1;   408;  1652;  1.0; 20.6;  0.0; 34.7;  0.0
   1142 114 regreso ;58005;58004;  0.3;  0.2;   408;  1652;  1.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;58004;58002;  0.4;  0.2;   408;  1652;  1.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;58002;58001;  0.2;  0.1;   408;  1215;  1.0;  0.0;  0.3;  0.0;  0.0
   1142 114 regreso ;58001;57021;  0.4;  0.2;   408;  1217;  1.0;  0.3; 78.8;  0.0;  2.3
   1142 114 regreso ;57021;57020;  0.2;  0.1;   485;  1564;  1.2; 78.8;  0.0;  2.3;  0.0
   1142 114 regreso ;57020;57018;  0.3;  0.1;   485;  1564;  1.2;  0.0;  8.1;  0.0;  0.0
   1142 114 regreso ;57018;57015;  0.2;  0.1;   493;  1603;  1.3;  8.1;  0.0;  0.0;  0.0
   1142 114 regreso ;57015;57009;  0.3;  0.1;   493;  1603;  1.3;  0.0;  3.1;  0.0;  0.0
   1142 114 regreso ;57009;57003;  0.4;  0.2;   496;  1615;  1.3;  3.1; 33.7;  0.0; 11.8
   1142 114 regreso ;57003;52012;  0.3;  0.1;   518;  2050;  1.3; 33.7;  0.0; 11.8;  0.0
   1142 114 regreso ;52012;52010;  0.1;  0.1;   518;  2050;  1.3;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;52010;52008;  0.6;  0.2;   518;  2541;  1.3;  0.0;  0.0;  0.0;  0.1
   1142 114 regreso ;52008;51018;  0.4;  0.1;   518;  2541;  1.3;  0.0; 21.4;  0.1;  9.3
   1142 114 regreso ;51018;51014;  0.4;  0.1;   530;  2665;  1.4; 21.4;  4.0;  9.3; 18.1
   1142 114 regreso ;51014;51009;  0.4;  0.1;   516;  5173;  1.3;  4.0;  0.0; 18.1; 42.0
   1142 114 regreso ;51009;50025;  0.5;  0.1;   474;  4902;  1.2;  0.0; 30.6; 42.0;167.6
   1142 114 regreso ;50025;50024;  0.8;  0.1;   337;  4794;  0.9; 30.6;  0.0;167.6; 15.2
   1142 114 regreso ;50024;50023;  0.3;  0.1;   322;  2546;  0.8;  0.0;  5.1; 15.2;  0.0
   1142 114 regreso ;50023;50019;  0.3;  0.1;   327;  1541;  0.8;  5.1;  0.0;  0.0;  0.0
   1142 114 regreso ;50019;50015;  0.3;  0.1;   327;  1942;  0.8;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;50015;50011;  0.5;  0.1;   327;  1942;  0.8;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;50011;50006;  0.4;  0.1;   327;  1942;  0.8;  0.0;  1.1;  0.0;  1.4
   1142 114 regreso ;50006;50001;  0.4;  0.1;   327;  1764;  0.8;  1.1;  3.3;  1.4;  9.9
   1142 114 regreso ;50001;49004;  0.4;  0.1;   320;  2564;  0.8;  3.3; 41.3;  9.9;  0.0
   1142 114 regreso ;49004;49003;  0.3;  0.1;   361;  2318;  0.9; 41.3;  0.0;  0.0;  0.0
   1142 114 regreso ;49003;49002;  0.5;  0.1;   361;  2431;  0.9;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;49002;49001;  0.3;  0.1;   361;  2126;  0.9;  0.0;  0.0;  0.0;  0.1
   1142 114 regreso ;49001;33010;  0.5;  0.3;   361;  2939;  0.9;  0.0;  0.1;  0.1;  1.8
   1142 114 regreso ;33010;33005;  0.3;  0.1;   359;  2114;  0.9;  0.1;  0.0;  1.8;  0.0
   1142 114 regreso ;33005;33002;  0.4;  0.3;   359;  2114;  0.9;  0.0;  3.3;  0.0;  0.0
   1142 114 regreso ;33002;33003;  0.2;  0.1;   363;  1932;  0.9;  3.3;  0.0;  0.0;  0.0
   1142 114 regreso ;33003;33004;  0.3;  0.1;   363;  1932;  0.9;  0.0; 25.1;  0.0; 44.6
   1142 114 regreso ;33004;30005;  0.2;  0.1;   343;  1857;  0.9; 25.1;  8.9; 44.6; 13.4
   1142 114 regreso ;30005;30003;  0.4;  0.1;   339;  1832;  0.9;  8.9; 29.2; 13.4; 27.1
   1142 114 regreso ;30003;29013;  1.7;  0.8;   341;  1815;  0.9; 29.2; 54.5; 27.1;  3.7
   1142 114 regreso ;29013;29012;  0.3;  0.1;   392;   664;  1.0; 54.5;  0.0;  3.7;  0.0
   1142 114 regreso ;29012;29020;  0.3;  0.1;   392;   664;  1.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;29020;29011;  0.1;  0.0;   392;   664;  1.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;29011;38010;  0.4;  0.2;   392;   664;  1.0;  0.0;  0.0;  0.0; 25.0
   1142 114 regreso ;38010;38006;  0.2;  0.1;   367;  1391;  0.9;  0.0;  9.3; 25.0;  0.0
   1142 114 regreso ;38006;38007;  0.5;  0.2;   376;   376;  1.0;  9.3;  6.7;  0.0; 14.6
   1142 114 regreso ;38007;38008;  0.3;  0.1;   368;   368;  0.9;  6.7; 11.5; 14.6; 11.3
   1142 114 regreso ;38008;38009;  0.2;  0.1;   368;  2374;  0.9; 11.5;  5.1; 11.3;  2.8
   1142 114 regreso ;38009;39002;  0.3;  0.2;   371;  2374;  0.9;  5.1;  0.0;  2.8;  0.0
   1142 114 regreso ;39002;39001;  0.5;  0.2;   371;   371;  0.9;  0.0; 22.7;  0.0; 22.3
   1142 114 regreso ;39001;37007;  0.2;  0.1;   371;  1352;  0.9; 22.7;  0.0; 22.3;  4.3
   1142 114 regreso ;37007;37002;  0.2;  0.1;   367;  1352;  0.9;  0.0;  0.0;  4.3;  0.0
   1142 114 regreso ;37002;35011;  0.6;  0.2;   367;  1352;  0.9;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;35011;35007;  0.3;  0.1;   367;   601;  0.9;  0.0;  4.5;  0.0;  0.0
   1142 114 regreso ;35007;35008;  0.3;  0.1;   371;   371;  1.0;  4.5;  0.0;  0.0;  0.0
   1142 114 regreso ;35008;35009;  0.1;  0.1;   371;   371;  1.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;35009;35013;  0.3;  0.1;   371;   371;  1.0;  0.0; 96.9;  0.0;112.3
   1142 114 regreso ;35013;40001;  1.1;  0.4;   356;   356;  0.9; 96.9;  0.0;112.3;  0.0
   1142 114 regreso ;40001;40002;  0.1;  0.0;   356;   356;  0.9;  0.0;119.7;  0.0; 54.2
   1142 114 regreso ;40002;35010;  1.0;  0.5;   421;  1010;  1.1;119.7;  0.0; 54.2;  0.0
   1142 114 regreso ;35010;35014;  0.4;  0.2;   421;  1010;  1.1;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;35014;35005;  0.1;  0.1;   421;  1010;  1.1;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;35005;35001;  0.2;  0.1;   421;  1010;  1.1;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;35001;34025;  0.2;  0.1;   421;  1010;  1.1;  0.0;  0.0;  0.0;  0.1
   1142 114 regreso ;34025;34017;  0.1;  0.1;   421;  1010;  1.1;  0.0;  0.0;  0.1; 12.4
   1142 114 regreso ;34017;34014;  0.5;  0.2;   409;   987;  1.0;  0.0; 92.0; 12.4; 23.6
   1142 114 regreso ;34014;34007;  1.3;  0.5;   477;  1551;  1.2; 92.0;  0.2; 23.6;  0.0
   1142 114 regreso ;34007;21004;  0.8;  0.3;   477;  1551;  1.2;  0.2;  0.0;  0.0;  0.0
   1142 114 regreso ;21004;19002;  0.7;  0.5;   477;  1551;  1.2;  0.0;  0.0;  0.0;  0.1
   1142 114 regreso ;19002;19003;  0.5;  0.2;   477;  1549;  1.2;  0.0;  0.1;  0.1;  0.0
   1142 114 regreso ;19003;17009;  0.4;  0.2;   477;   731;  1.2;  0.1;124.6;  0.0;  4.0
   1142 114 regreso ;17009;17007;  0.4;  0.3;   598;   923;  1.5;124.6;  0.0;  4.0;  0.0
   1142 114 regreso ;17007;17008;  0.2;  0.1;   598;   598;  1.5;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;17008;17004;  0.4;  0.3;   598;   598;  1.5;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;17004;17003;  0.2;  0.1;   598;   598;  1.5;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;17003;17002;  0.5;  0.2;   598;   923;  1.5;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;17002;16002;  1.2;  0.4;   598;  1533;  1.5;  0.0;142.0;  0.0; 38.4
   1142 114 regreso ;16002;16001;  0.4;  0.2;   701;  1664;  1.8;142.0;  0.0; 38.4; 98.4
   1142 114 regreso ;16001;15002;  0.4;  0.2;   603;  2555;  1.5;  0.0;  0.7; 98.4; 31.7
   1142 114 regreso ;15002;7007;  0.2;  0.2;   572;  1458;  1.5;  0.7;  0.4; 31.7;  0.0
   1142 114 regreso ;7007;6006;  0.7;  0.2;   572;   671;  1.5;  0.4; 34.4;  0.0;  2.2
   1142 114 regreso ;6006;6009;  0.1;  0.0;   605;  2204;  1.5; 34.4;  0.0;  2.2;  0.0
   1142 114 regreso ;6009;6007;  0.1;  0.0;   605;  2204;  1.5;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;6007;7004;  0.4;  0.1;   605;  2204;  1.5;  0.0; 10.3;  0.0; 44.3
   1142 114 regreso ;7004;1012;  0.5;  0.3;   571;   643;  1.5; 10.3;  0.0; 44.3;  0.0
   1142 114 regreso ;1012;1011;  0.9;  0.3;   571;   643;  1.5;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;1011;1010;  1.1;  0.4;   571;   957;  1.5;  0.0;184.3;  0.0;  8.0
   1142 114 regreso ;1010;2016;  1.6;  0.5;   747;  1411;  1.9;184.3; 48.0;  8.0; 75.1
   1142 114 regreso ;2016;2012;  0.6;  0.3;   720;  2218;  1.8; 48.0;  0.0; 75.1;  0.0
   1142 114 regreso ;2012;2009;  0.6;  0.3;   720;  2218;  1.8;  0.0;  0.0;  0.0; 22.3
   1142 114 regreso ;2009;2006;  0.4;  0.2;   698;  2655;  1.8;  0.0;  0.0; 22.3;  0.0
   1142 114 regreso ;2006;2004;  0.1;  0.1;   698;  2655;  1.8;  0.0; 76.6;  0.0;  0.0
   1142 114 regreso ;2004;2003;  0.3;  0.1;   774;  1349;  2.0; 76.6;  0.0;  0.0;  0.0
   1142 114 regreso ;2003;2002;  0.0;  0.0;   774;  1884;  2.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;2002;2001;  0.1;  0.1;   774;  1884;  2.0;  0.0; 61.1;  0.0; 55.3
   1142 114 regreso ;2001;2007;  0.6;  0.3;   780;  2195;  2.0; 61.1; 16.3; 55.3;  0.0
   1142 114 regreso ;2007;3002;  0.4;  0.2;   796;  2273;  2.0; 16.3;  0.0;  0.0;  0.0
   1142 114 regreso ;3002;2010;  0.7;  0.3;   796;  2273;  2.0;  0.0;  0.0;  0.0;  0.0
   1142 114 regreso ;2010;2013;  0.4;  0.2;   796;  2273;  2.0;  0.0;  0.0;  0.0;  0.0
