Linea;NodoA;NodoB;TIEMPO;DISTANCIA;FLUJO_LIN;FLUJO_TOT;TASA_USO;SUBEN_NA;SUBEN_NB;BAJAN_NA;BAJAN_NB
   1022 102 regreso ;69003;69001;  3.3;  2.4;     0;     0;  0.0;  0.0;  6.2;  0.0;  0.0
   1022 102 regreso ;69001;68009;  1.8;  0.6;     6;   171;  0.0;  6.2;  0.0;  0.0;  0.0
   1022 102 regreso ;68009;68008;  1.0;  0.4;     6;   171;  0.0;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;68008;68011;  0.4;  0.3;     6;   171;  0.0;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;68011;68007;  0.1;  0.1;     6;   171;  0.0;  0.0;  9.9;  0.0;  0.0
   1022 102 regreso ;68007;67001;  0.9;  0.5;    16;   484;  0.1;  9.9;  0.5;  0.0;  0.0
   1022 102 regreso ;67001;66016;  0.7;  0.5;    17;   478;  0.1;  0.5;  2.4;  0.0;  0.0
   1022 102 regreso ;66016;66015;  1.0;  0.8;    19;   499;  0.1;  2.4;  0.0;  0.0;  0.0
   1022 102 regreso ;66015;66011;  1.1;  0.8;    19;   499;  0.1;  0.0;  7.7;  0.0;  0.0
   1022 102 regreso ;66011;66007;  0.2;  0.1;    27;   715;  0.1;  7.7;  0.0;  0.0;  0.0
   1022 102 regreso ;66007;66008;  0.1;  0.1;    27;   264;  0.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;66008;66009;  0.2;  0.0;    27;   264;  0.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;66009;66010;  0.7;  0.2;    27;   264;  0.1;  0.0; 40.1;  0.0;  0.0
   1022 102 regreso ;66010;66006;  0.5;  0.2;    67;   653;  0.3; 40.1;  0.0;  0.0;  0.0
   1022 102 regreso ;66006;66003;  0.5;  0.2;    67;   653;  0.3;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;66003;60012;  0.7;  0.2;    67;  1114;  0.3;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;60012;60007;  0.4;  0.2;    67;  1114;  0.3;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;60007;60006;  0.1;  0.1;    67;  1114;  0.3;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;60006;60005;  0.3;  0.2;    67;  1114;  0.3;  0.0; 11.7;  0.0;  0.0
   1022 102 regreso ;60005;60004;  0.4;  0.3;    79;  1931;  0.3; 11.7;  0.0;  0.0;  0.0
   1022 102 regreso ;60004;61001;  0.4;  0.2;    79;  1931;  0.3;  0.0;  5.8;  0.0;  0.0
   1022 102 regreso ;61001;60002;  0.2;  0.1;    84;  2216;  0.3;  5.8;  3.4;  0.0;  0.0
   1022 102 regreso ;60002;58005;  0.2;  0.1;    88;  1652;  0.3;  3.4;  0.0;  0.0;  0.0
   1022 102 regreso ;58005;58004;  0.3;  0.2;    88;  1652;  0.3;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;58004;58002;  0.4;  0.2;    88;  1652;  0.3;  0.0;  1.2;  0.0;  0.0
   1022 102 regreso ;58002;58007;  0.5;  0.3;    89;   442;  0.3;  1.2;  0.0;  0.0;  0.0
   1022 102 regreso ;58007;59005;  0.2;  0.1;    89;   442;  0.3;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;59005;59003;  0.2;  0.1;    89;  1430;  0.3;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;59003;59001;  0.2;  0.1;    89;  1430;  0.3;  0.0;  9.4;  0.0;  0.0
   1022 102 regreso ;59001;57023;  0.4;  0.2;    98;  1695;  0.4;  9.4;  0.0;  0.0;  0.0
   1022 102 regreso ;57023;56014;  0.3;  0.1;    98;  1204;  0.4;  0.0;  6.1;  0.0;  0.0
   1022 102 regreso ;56014;56020;  0.2;  0.1;   104;  1767;  0.4;  6.1;  3.3;  0.0;  0.0
   1022 102 regreso ;56020;56008;  0.2;  0.1;   108;  1767;  0.4;  3.3;  0.0;  0.0;  0.0
   1022 102 regreso ;56008;56007;  0.2;  0.1;   108;  1767;  0.4;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;56007;56005;  0.4;  0.1;   108;  1767;  0.4;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;56005;57007;  0.6;  0.2;   108;  1768;  0.4;  0.0; 15.1;  0.0; 16.9
   1022 102 regreso ;57007;52006;  0.1;  0.0;   106;  1721;  0.4; 15.1;  2.7; 16.9;  0.0
   1022 102 regreso ;52006;52003;  0.4;  0.1;   109;  1788;  0.4;  2.7;  0.3;  0.0;  3.4
   1022 102 regreso ;52003;52002;  0.5;  0.2;   106;  2270;  0.4;  0.3;  9.4;  3.4;  0.0
   1022 102 regreso ;52002;52001;  0.3;  0.1;   115;  2509;  0.5;  9.4;  0.0;  0.0;  0.0
   1022 102 regreso ;52001;51014;  0.4;  0.2;   115;  2509;  0.5;  0.0;  2.0;  0.0;  0.0
   1022 102 regreso ;51014;51009;  0.4;  0.1;   117;  5173;  0.5;  2.0;  0.0;  0.0;  0.0
   1022 102 regreso ;51009;50025;  0.5;  0.1;   117;  4902;  0.5;  0.0; 27.0;  0.0;  0.0
   1022 102 regreso ;50025;50024;  0.8;  0.1;   144;  4794;  0.6; 27.0;  0.0;  0.0;  0.0
   1022 102 regreso ;50024;50023;  0.3;  0.1;   144;  2546;  0.6;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;50023;50019;  0.3;  0.1;   144;  1541;  0.6;  0.0;  5.3;  0.0;  0.0
   1022 102 regreso ;50019;50015;  0.3;  0.1;   149;  1942;  0.6;  5.3;  0.0;  0.0;  0.0
   1022 102 regreso ;50015;50011;  0.5;  0.1;   149;  1942;  0.6;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;50011;50006;  0.4;  0.1;   149;  1942;  0.6;  0.0;  1.1;  0.0;  0.0
   1022 102 regreso ;50006;50001;  0.4;  0.1;   150;  1764;  0.6;  1.1;  2.1;  0.0;  0.0
   1022 102 regreso ;50001;32013;  0.3;  0.1;   152;  1796;  0.6;  2.1;  0.0;  0.0;  0.0
   1022 102 regreso ;32013;32003;  0.6;  0.2;   152;  1796;  0.6;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;32003;32002;  0.3;  0.1;   152;   218;  0.6;  0.0;  9.7;  0.0;  0.0
   1022 102 regreso ;32002;32001;  0.1;  0.1;   162;   232;  0.6;  9.7; 21.5;  0.0;  3.1
   1022 102 regreso ;32001;31008;  0.4;  0.2;   181;   258;  0.7; 21.5;  0.0;  3.1;  0.0
   1022 102 regreso ;31008;31006;  0.2;  0.1;   181;   258;  0.7;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;31006;31004;  0.3;  0.1;   181;   258;  0.7;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;31004;31002;  0.3;  0.1;   181;   258;  0.7;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;31002;31003;  0.6;  0.3;   181;   258;  0.7;  0.0;  0.0;  0.0;  1.2
   1022 102 regreso ;31003;31001;  0.4;  0.2;   179;  1298;  0.7;  0.0;  0.0;  1.2;  0.0
   1022 102 regreso ;31001;43003;  0.6;  0.1;   179;  1298;  0.7;  0.0;  3.1;  0.0;  2.5
   1022 102 regreso ;43003;43004;  0.2;  0.1;   180;   585;  0.7;  3.1; 21.6;  2.5;  0.0
   1022 102 regreso ;43004;43005;  0.2;  0.1;   202;   633;  0.8; 21.6;  7.7;  0.0;  0.0
   1022 102 regreso ;43005;43006;  0.3;  0.1;   209;   375;  0.8;  7.7;139.9;  0.0; 69.5
   1022 102 regreso ;43006;41015;  1.4;  0.5;   280;   530;  1.1;139.9;  4.2; 69.5;  1.8
   1022 102 regreso ;41015;41010;  0.3;  0.1;   282;   532;  1.1;  4.2;  0.0;  1.8;  4.4
   1022 102 regreso ;41010;41006;  0.2;  0.1;   278;   523;  1.1;  0.0;  0.0;  4.4;  0.0
   1022 102 regreso ;41006;41005;  0.2;  0.1;   278;   523;  1.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;41005;41002;  0.3;  0.1;   278;  1158;  1.1;  0.0;  7.8;  0.0; 32.9
   1022 102 regreso ;41002;38012;  0.1;  0.1;   253;  1088;  1.0;  7.8;  0.0; 32.9;  0.0
   1022 102 regreso ;38012;38007;  0.2;  0.1;   253;  2531;  1.0;  0.0; 10.3;  0.0; 19.9
   1022 102 regreso ;38007;38003;  0.5;  0.2;   243;  2539;  1.0; 10.3;  0.0; 19.9;  0.0
   1022 102 regreso ;38003;37010;  0.6;  0.2;   243;   954;  1.0;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;37010;37005;  0.2;  0.1;   243;  1012;  1.0;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;37005;36007;  0.8;  0.4;   243;  1012;  1.0;  0.0; 20.3;  0.0; 11.4
   1022 102 regreso ;36007;36004;  0.3;  0.1;   252;  1986;  1.0; 20.3;  6.3; 11.4;  6.0
   1022 102 regreso ;36004;36001;  0.3;  0.1;   252;  1958;  1.0;  6.3; 20.3;  6.0;  0.0
   1022 102 regreso ;36001;34011;  0.8;  0.5;   272;  1267;  1.1; 20.3; 27.5;  0.0;  0.0
   1022 102 regreso ;34011;34010;  0.2;  0.1;   300;  1111;  1.2; 27.5;  0.0;  0.0;  0.0
   1022 102 regreso ;34010;34009;  0.5;  0.2;   300;  1071;  1.2;  0.0; 10.1;  0.0; 12.0
   1022 102 regreso ;34009;34001;  0.4;  0.1;   298;  2710;  1.2; 10.1;  3.2; 12.0;  0.0
   1022 102 regreso ;34001;34002;  0.2;  0.1;   301;  1251;  1.2;  3.2;  0.0;  0.0;  0.0
   1022 102 regreso ;34002;34003;  0.3;  0.2;   301;  1251;  1.2;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;34003;34004;  0.1;  0.1;   301;  1251;  1.2;  0.0;  2.1;  0.0;  0.0
   1022 102 regreso ;34004;21002;  0.7;  0.3;   303;  1254;  1.2;  2.1;  0.0;  0.0;  0.0
   1022 102 regreso ;21002;20003;  1.5;  0.6;   303;  1387;  1.2;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;20003;20002;  0.1;  0.1;   303;  1485;  1.2;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;20002;20001;  0.3;  0.1;   303;  1387;  1.2;  0.0;  8.9;  0.0;  0.0
   1022 102 regreso ;20001;18006;  0.7;  0.3;   312;  1758;  1.2;  8.9;  0.0;  0.0;  0.0
   1022 102 regreso ;18006;18005;  0.6;  0.2;   312;  1758;  1.2;  0.0; 18.1;  0.0;  0.0
   1022 102 regreso ;18005;18003;  0.6;  0.3;   331;   964;  1.3; 18.1; 11.9;  0.0;  0.0
   1022 102 regreso ;18003;18002;  0.2;  0.1;   342;   489;  1.3; 11.9; 70.4;  0.0;204.4
   1022 102 regreso ;18002;18001;  0.3;  0.2;   209;   298;  0.8; 70.4;  0.0;204.4;  0.0
   1022 102 regreso ;18001;23003;  0.0;  0.0;   209;   298;  0.8;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;23003;23002;  0.6;  0.4;   209;   298;  0.8;  0.0;  0.0;  0.0; 13.7
   1022 102 regreso ;23002;23001;  0.4;  0.2;   195;  1355;  0.8;  0.0;  0.0; 13.7;  0.0
   1022 102 regreso ;23001;5022;  0.3;  0.2;   195;   278;  0.8;  0.0;  0.2;  0.0; 73.0
   1022 102 regreso ;5022;24005;  1.9;  0.6;   122;   629;  0.5;  0.2;  0.0; 73.0; 12.5
   1022 102 regreso ;24005;24004;  0.7;  0.2;   110;  1078;  0.4;  0.0;  0.0; 12.5;  0.0
   1022 102 regreso ;24004;24002;  0.9;  0.5;   110;  1078;  0.4;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;24002;24001;  0.3;  0.2;   110;   755;  0.4;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;24001;5019;  0.3;  0.3;   110;   755;  0.4;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;5019;5023;  0.1;  0.0;   110;   755;  0.4;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;5023;5012;  0.7;  0.3;   110;  1078;  0.4;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;5012;5013;  0.2;  0.1;   110;  1078;  0.4;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;5013;5014;  0.2;  0.1;   110;  1078;  0.4;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;5014;5009;  0.4;  0.2;   110;  1078;  0.4;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;5009;5010;  0.4;  0.2;   110;   157;  0.4;  0.0; 35.4;  0.0;  2.0
   1022 102 regreso ;5010;8001;  0.1;  0.1;   143;   395;  0.6; 35.4;  0.0;  2.0; 47.7
   1022 102 regreso ;8001;5006;  0.1;  0.1;    95;  1326;  0.4;  0.0;  0.6; 47.7;  8.6
   1022 102 regreso ;5006;5004;  0.6;  0.3;    87;  1003;  0.3;  0.6;  0.3;  8.6; 41.5
   1022 102 regreso ;5004;9003;  1.1;  0.6;    46;   666;  0.2;  0.3;  0.2; 41.5;  1.2
   1022 102 regreso ;9003;9002;  0.3;  0.1;    45;   676;  0.2;  0.2;  0.0;  1.2;  0.4
   1022 102 regreso ;9002;10013;  0.2;  0.1;    45;   683;  0.2;  0.0;  0.0;  0.4; 11.8
   1022 102 regreso ;10013;75012;  0.5;  0.1;    33;  1121;  0.1;  0.0;  0.0; 11.8;  0.0
   1022 102 regreso ;75012;10011;  0.2;  0.1;    33;  1097;  0.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;10011;10010;  0.3;  0.1;    33;  1097;  0.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;10010;10009;  0.1;  0.1;    33;  1089;  0.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;10009;10008;  0.4;  0.2;    33;  1089;  0.1;  0.0;  0.0;  0.0; 14.4
   1022 102 regreso ;10008;75002;  1.2;  0.7;    18;  1230;  0.1;  0.0;  0.2; 14.4;  0.7
   1022 102 regreso ;75002;94003;  1.2;  0.3;    18;  1228;  0.1;  0.2;  0.0;  0.7;  0.0
   1022 102 regreso ;94003;76013;  0.6;  0.4;    18;    45;  0.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;76013;76014;  0.6;  0.2;    18;    91;  0.1;  0.0;  0.0;  0.0;  4.9
   1022 102 regreso ;76014;76010;  0.3;  0.1;    13;    65;  0.1;  0.0;  0.0;  4.9;  0.0
   1022 102 regreso ;76010;76003;  0.9;  0.4;    13;    65;  0.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;76003;12007;  0.9;  0.3;    13;    73;  0.1;  0.0;  0.0;  0.0;  0.2
   1022 102 regreso ;12007;12008;  0.5;  0.2;    13;   115;  0.1;  0.0;  0.0;  0.2;  0.0
   1022 102 regreso ;12008;12004;  0.2;  0.1;    13;   115;  0.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;12004;12003;  0.1;  0.1;    13;   130;  0.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;12003;79003;  0.6;  0.3;    13;    54;  0.1;  0.0;  0.0;  0.0;  0.0
   1022 102 regreso ;79003;79004;  0.3;  0.2;    13;    54;  0.1;  0.0;  0.0;  0.0;  0.6
   1022 102 regreso ;79004;79001;  0.9;  0.3;    12;   441;  0.0;  0.0;  0.0;  0.6; 12.2
   1022 102 regreso ;79001;13003;  0.6;  0.4;     0;   169;  0.0;  0.0;  0.0; 12.2;  0.0
   1022 102 regreso ;13003;13004;  0.4;  0.3;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;69003;69001;  3.3;  2.4;     0;     0;  0.0;  0.1; 43.1;  0.0;  0.0
   1032 103 regreso ;69001;68009;  1.8;  0.6;    43;   171;  0.2; 43.1;  0.0;  0.0;  0.0
   1032 103 regreso ;68009;68008;  1.0;  0.4;    43;   171;  0.2;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;68008;68011;  0.4;  0.3;    43;   171;  0.2;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;68011;68007;  0.1;  0.1;    43;   171;  0.2;  0.0; 35.3;  0.0;  0.3
   1032 103 regreso ;68007;67001;  0.9;  0.5;    78;   484;  0.3; 35.3;  1.4;  0.3;  2.2
   1032 103 regreso ;67001;66016;  0.7;  0.5;    77;   478;  0.3;  1.4;  8.6;  2.2;  0.8
   1032 103 regreso ;66016;66015;  1.0;  0.8;    85;   499;  0.4;  8.6;  0.0;  0.8;  0.8
   1032 103 regreso ;66015;66011;  1.1;  0.8;    84;   499;  0.4;  0.0; 28.7;  0.8;  0.3
   1032 103 regreso ;66011;66007;  0.2;  0.1;   113;   715;  0.5; 28.7;  0.0;  0.3;  0.0
   1032 103 regreso ;66007;66004;  0.3;  0.1;   113;   451;  0.5;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;66004;66001;  0.2;  0.1;   113;   451;  0.5;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;66001;66017;  0.1;  0.1;   113;   451;  0.5;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;66017;66002;  0.2;  0.1;   113;   451;  0.5;  0.0;  3.0;  0.0;  0.0
   1032 103 regreso ;66002;66003;  0.2;  0.1;   116;   462;  0.5;  3.0;  0.0;  0.0;  0.0
   1032 103 regreso ;66003;60012;  0.7;  0.2;   116;  1114;  0.5;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;60012;60007;  0.4;  0.2;   116;  1114;  0.5;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;60007;60006;  0.1;  0.1;   116;  1114;  0.5;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;60006;60005;  0.3;  0.2;   116;  1114;  0.5;  0.0; 57.7;  0.0;  5.6
   1032 103 regreso ;60005;60004;  0.4;  0.3;   168;  1931;  0.7; 57.7;  0.0;  5.6;  0.1
   1032 103 regreso ;60004;61001;  0.4;  0.2;   168;  1931;  0.7;  0.0; 28.5;  0.1;  0.0
   1032 103 regreso ;61001;60002;  0.2;  0.1;   196;  2216;  0.8; 28.5; 20.6;  0.0;  4.3
   1032 103 regreso ;60002;58005;  0.2;  0.1;   213;  1652;  0.9; 20.6;  0.0;  4.3;  0.0
   1032 103 regreso ;58005;58004;  0.3;  0.2;   213;  1652;  0.9;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;58004;58002;  0.4;  0.2;   213;  1652;  0.9;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;58002;58001;  0.2;  0.1;   213;  1215;  0.9;  0.0;  0.2;  0.0;  0.0
   1032 103 regreso ;58001;57021;  0.4;  0.2;   213;  1217;  0.9;  0.2; 63.2;  0.0;  0.7
   1032 103 regreso ;57021;57020;  0.2;  0.1;   275;  1564;  1.2; 63.2;  0.0;  0.7;  0.0
   1032 103 regreso ;57020;57018;  0.3;  0.1;   275;  1564;  1.2;  0.0;  6.4;  0.0;  0.0
   1032 103 regreso ;57018;57015;  0.2;  0.1;   282;  1603;  1.2;  6.4;  0.0;  0.0;  0.0
   1032 103 regreso ;57015;57009;  0.3;  0.1;   282;  1603;  1.2;  0.0;  1.8;  0.0;  0.0
   1032 103 regreso ;57009;57003;  0.4;  0.2;   284;  1615;  1.2;  1.8; 26.4;  0.0;  6.4
   1032 103 regreso ;57003;52012;  0.3;  0.1;   304;  2050;  1.3; 26.4;  0.0;  6.4;  0.0
   1032 103 regreso ;52012;52010;  0.1;  0.1;   304;  2050;  1.3;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;52010;52008;  0.6;  0.2;   304;  2541;  1.3;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;52008;51018;  0.4;  0.1;   304;  2541;  1.3;  0.0; 14.2;  0.0;  5.6
   1032 103 regreso ;51018;51014;  0.4;  0.1;   312;  2665;  1.3; 14.2;  0.4;  5.6;  6.4
   1032 103 regreso ;51014;51009;  0.4;  0.1;   306;  5173;  1.3;  0.4;  0.0;  6.4; 19.0
   1032 103 regreso ;51009;50025;  0.5;  0.1;   287;  4902;  1.2;  0.0; 40.9; 19.0; 71.1
   1032 103 regreso ;50025;50021;  0.3;  0.1;   257;  2000;  1.1; 40.9;  0.0; 71.1;  4.2
   1032 103 regreso ;50021;50017;  0.4;  0.1;   253;  2017;  1.1;  0.0;  0.0;  4.2;  0.0
   1032 103 regreso ;50017;50013;  0.3;  0.1;   253;  2017;  1.1;  0.0;  0.0;  0.0;  1.4
   1032 103 regreso ;50013;50008;  0.7;  0.1;   251;  2049;  1.1;  0.0;  1.3;  1.4;  3.9
   1032 103 regreso ;50008;50003;  0.3;  0.1;   249;  2044;  1.1;  1.3;  0.0;  3.9;  0.0
   1032 103 regreso ;50003;50002;  0.2;  0.1;   249;  1588;  1.1;  0.0; 31.9;  0.0;  0.0
   1032 103 regreso ;50002;50001;  0.6;  0.1;   281;  2596;  1.2; 31.9;  1.5;  0.0;  2.4
   1032 103 regreso ;50001;49004;  0.4;  0.1;   280;  2564;  1.2;  1.5; 39.0;  2.4;  0.0
   1032 103 regreso ;49004;49003;  0.3;  0.1;   319;  2318;  1.3; 39.0;  0.0;  0.0;  0.0
   1032 103 regreso ;49003;49002;  0.5;  0.1;   319;  2431;  1.3;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;49002;49001;  0.3;  0.1;   319;  2126;  1.3;  0.0;  0.0;  0.0;  0.1
   1032 103 regreso ;49001;33010;  0.5;  0.3;   319;  2939;  1.3;  0.0;  0.1;  0.1;  1.7
   1032 103 regreso ;33010;33005;  0.3;  0.1;   317;  2114;  1.3;  0.1;  0.0;  1.7;  0.0
   1032 103 regreso ;33005;33002;  0.4;  0.3;   317;  2114;  1.3;  0.0;  2.0;  0.0;  0.0
   1032 103 regreso ;33002;33003;  0.2;  0.1;   319;  1932;  1.3;  2.0;  0.0;  0.0;  0.0
   1032 103 regreso ;33003;33004;  0.3;  0.1;   319;  1932;  1.3;  0.0;  8.7;  0.0; 34.9
   1032 103 regreso ;33004;30005;  0.2;  0.1;   293;  1857;  1.2;  8.7;  6.7; 34.9;  7.1
   1032 103 regreso ;30005;30003;  0.4;  0.1;   293;  1832;  1.2;  6.7; 20.8;  7.1; 22.7
   1032 103 regreso ;30003;29013;  1.7;  0.8;   291;  1815;  1.2; 20.8; 39.0; 22.7;  5.1
   1032 103 regreso ;29013;29009;  0.3;  0.1;   325;  1572;  1.4; 39.0; 44.3;  5.1;  0.0
   1032 103 regreso ;29009;29006;  0.6;  0.3;   369;  1793;  1.6; 44.3;  0.0;  0.0;  0.0
   1032 103 regreso ;29006;29002;  0.6;  0.3;   369;  1793;  1.6;  0.0;  2.3;  0.0; 42.3
   1032 103 regreso ;29002;29019;  0.3;  0.2;   329;  1636;  1.4;  2.3;  0.0; 42.3;  0.0
   1032 103 regreso ;29019;29003;  0.2;  0.1;   329;  1636;  1.4;  0.0;  0.0;  0.0;  1.5
   1032 103 regreso ;29003;28005;  1.1;  0.5;   327;  1579;  1.4;  0.0;  2.6;  1.5; 35.5
   1032 103 regreso ;28005;27003;  0.7;  0.4;   294;   408;  1.2;  2.6;  0.0; 35.5;  0.0
   1032 103 regreso ;27003;26003;  0.0;  0.0;   294;   408;  1.2;  0.0; 27.0;  0.0; 70.4
   1032 103 regreso ;26003;26009;  0.1;  0.0;   251;  1771;  1.1; 27.0;  0.6; 70.4;  0.0
   1032 103 regreso ;26009;26004;  0.2;  0.1;   252;  1771;  1.1;  0.6;  1.1;  0.0; 17.9
   1032 103 regreso ;26004;26002;  0.1;  0.1;   235;  1261;  1.0;  1.1;  0.0; 17.9; 20.4
   1032 103 regreso ;26002;34009;  1.4;  0.5;   214;  1732;  0.9;  0.0;  0.0; 20.4; 13.1
   1032 103 regreso ;34009;34001;  0.4;  0.1;   201;  2710;  0.9;  0.0;  0.8; 13.1;  2.3
   1032 103 regreso ;34001;22002;  0.5;  0.2;   200;  1473;  0.8;  0.8; 48.3;  2.3; 36.4
   1032 103 regreso ;22002;22003;  0.2;  0.1;   212;   296;  0.9; 48.3;  0.0; 36.4;  0.0
   1032 103 regreso ;22003;21001;  0.7;  0.3;   212;   296;  0.9;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;21001;21002;  0.1;  0.1;   212;   296;  0.9;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;21002;20003;  1.5;  0.6;   212;  1387;  0.9;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;20003;20002;  0.1;  0.1;   212;  1485;  0.9;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;20002;20001;  0.3;  0.1;   212;  1387;  0.9;  0.0;  0.0;  0.0;  1.3
   1032 103 regreso ;20001;18006;  0.7;  0.3;   210;  1758;  0.9;  0.0;  0.0;  1.3;  2.9
   1032 103 regreso ;18006;18005;  0.6;  0.2;   207;  1758;  0.9;  0.0;  0.4;  2.9;  0.0
   1032 103 regreso ;18005;17005;  0.7;  0.4;   208;   829;  0.9;  0.4; 45.1;  0.0; 14.8
   1032 103 regreso ;17005;17001;  0.6;  0.2;   238;  1121;  1.0; 45.1;  0.0; 14.8;  0.0
   1032 103 regreso ;17001;16005;  0.2;  0.1;   238;  1442;  1.0;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;16005;15005;  0.3;  0.2;   238;  1442;  1.0;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;15005;16001;  0.4;  0.2;   238;  1442;  1.0;  0.0;  0.0;  0.0;  7.5
   1032 103 regreso ;16001;15002;  0.4;  0.2;   231;  2555;  1.0;  0.0;  0.2;  7.5;  2.5
   1032 103 regreso ;15002;7007;  0.2;  0.2;   228;  1458;  1.0;  0.2;  0.3;  2.5;  0.0
   1032 103 regreso ;7007;7003;  0.4;  0.2;   229;   786;  1.0;  0.3;  0.0;  0.0;  5.4
   1032 103 regreso ;7003;2022;  0.5;  0.3;   223;   425;  0.9;  0.0;  0.0;  5.4;  0.4
   1032 103 regreso ;2022;2023;  0.3;  0.2;   223;   454;  0.9;  0.0;  0.0;  0.4;  0.0
   1032 103 regreso ;2023;1011;  0.5;  0.3;   223;   314;  0.9;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;1011;1010;  1.1;  0.4;   223;   957;  0.9;  0.0;116.6;  0.0;  3.7
   1032 103 regreso ;1010;2016;  1.6;  0.5;   336;  1411;  1.4;116.6; 29.1;  3.7; 45.5
   1032 103 regreso ;2016;2012;  0.6;  0.3;   319;  2218;  1.3; 29.1;  0.0; 45.5;  0.0
   1032 103 regreso ;2012;2009;  0.6;  0.3;   319;  2218;  1.3;  0.0;  0.0;  0.0;  7.8
   1032 103 regreso ;2009;2006;  0.4;  0.2;   311;  2655;  1.3;  0.0;  0.0;  7.8;  0.0
   1032 103 regreso ;2006;2004;  0.1;  0.1;   311;  2655;  1.3;  0.0; 50.8;  0.0;  0.0
   1032 103 regreso ;2004;11020;  0.5;  0.3;   362;  1181;  1.5; 50.8;  0.0;  0.0;  0.0
   1032 103 regreso ;11020;11013;  0.6;  0.3;   362;  1181;  1.5;  0.0;  0.0;  0.0;  0.0
   1032 103 regreso ;11013;11001;  1.2;  0.5;   362;  1181;  1.5;  0.0;  0.0;  0.0;  0.5
   1032 103 regreso ;11001;11012;  0.7;  0.4;   362;  1428;  1.5;  0.0;  0.0;  0.5;  0.0
   1032 103 regreso ;11012;11018;  0.4;  0.2;   362;  1287;  1.5;  0.0;  0.0;  0.0;  2.9
   1032 103 regreso ;11018;2001;  0.6;  0.3;   359;  1672;  1.5;  0.0; 40.8;  2.9; 12.6
